Delivery_person_Age,Delivery_person_Ratings,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_Orderd_hour,Delivery_city
27.0,4.1,1900-01-01 17:40:00,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,MUM
36.0,4.0,1900-01-01 08:35:00,Stormy,Low,0,Meal,motorcycle,0.0,No,,8,COIMB
29.0,4.6,1900-01-01 17:25:00,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,PUNE
33.0,4.9,1900-01-01 23:25:00,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,SUR
32.0,4.3,1900-01-01 20:45:00,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,JAP
27.0,4.5,1900-01-01 22:05:00,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,PUNE
38.0,4.8,1900-01-01 23:25:00,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,VAD
34.0,4.8,1900-01-01 19:15:00,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19,CHEN
29.0,4.7,1900-01-01 20:10:00,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,GOA
28.0,4.9,1900-01-01 14:50:00,Sunny,High,2,Meal,motorcycle,0.0,No,Urban,14,KOC
32.0,4.3,1900-01-01 19:30:00,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Urban,19,CHEN
22.0,4.7,1900-01-01 22:40:00,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,22,BANG
37.0,4.9,1900-01-01 22:30:00,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,JAP
29.0,4.6,1900-01-01 08:25:00,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,8,MUM
39.0,4.6,1900-01-01 17:35:00,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,17,RANCHI
36.0,3.8,1900-01-01 21:25:00,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,JAP
37.0,4.7,1900-01-01 22:35:00,Cloudy,Low,2,Snack,scooter,,No,Urban,22,VAD
32.0,4.8,1900-01-01 20:50:00,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,ALH
34.0,4.1,1900-01-01 18:10:00,Stormy,Medium,2,Drinks,motorcycle,2.0,No,Urban,,PUNE
24.0,4.5,1900-01-01 22:50:00,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,MUM
33.0,4.6,1900-01-01 20:50:00,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,20,CHEN
35.0,3.9,1900-01-01 20:10:00,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,19,MUM
31.0,4.8,1900-01-01 23:15:00,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,23,COIMB
39.0,4.5,1900-01-01 17:50:00,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,COIMB
21.0,4.9,1900-01-01 19:40:00,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,19,MYS
30.0,4.4,1900-01-01 18:55:00,Stormy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,18,BHP
36.0,4.6,1900-01-01 21:50:00,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,RANCHI
30.0,4.8,1900-01-01 22:50:00,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,22,GOA
27.0,5.0,1900-01-01 17:25:00,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,17,MUM
22.0,5.0,1900-01-01 20:50:00,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,20,CHEN
30.0,4.4,1900-01-01 12:50:00,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,12,JAP
31.0,4.7,1900-01-01 11:25:00,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,11,BANG
27.0,4.9,1900-01-01 18:35:00,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,SUR
37.0,4.8,,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,23,JAP
30.0,4.9,1900-01-01 21:05:00,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,20,CHEN
35.0,4.2,1900-01-01 17:30:00,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,VAD
20.0,4.5,1900-01-01 23:55:00,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,SUR
28.0,5.0,1900-01-01 17:25:00,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,JAP
36.0,5.0,1900-01-01 17:45:00,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,17,RANCHI
27.0,4.5,1900-01-01 09:30:00,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,9,MYS
23.0,4.7,1900-01-01 21:35:00,Fog,Jam,2,Drinks,motorcycle,0.0,No,,21,AURG
24.0,4.6,,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,23,RANCHI
31.0,4.7,1900-01-01 17:15:00,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,,HYD
27.0,4.5,1900-01-01 08:55:00,Windy,Low,2,Snack,scooter,1.0,No,Urban,8,PUNE
22.0,4.7,1900-01-01 18:35:00,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,MUM
28.0,5.0,1900-01-01 19:35:00,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,19,BANG
39.0,4.7,1900-01-01 18:40:00,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,PUNE
25.0,4.6,1900-01-01 18:50:00,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,18,HYD
25.0,4.9,1900-01-01 21:35:00,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,21,DEH
23.0,4.7,1900-01-01 10:35:00,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10,PUNE
32.0,4.8,1900-01-01 23:40:00,Stormy,Low,2,Drinks,electric_scooter,1.0,No,,23,COIMB
33.0,4.6,1900-01-01 19:40:00,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,19,HYD
24.0,4.6,1900-01-01 18:05:00,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,17,CHEN
21.0,4.8,1900-01-01 08:35:00,Stormy,Low,1,Buffet,scooter,0.0,,Urban,8,COIMB
24.0,4.5,1900-01-01 21:45:00,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,21,HYD
30.0,4.6,1900-01-01 12:10:00,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,,ALH
33.0,4.9,1900-01-01 21:40:00,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,21,CHEN
32.0,4.6,1900-01-01 19:50:00,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,19,BHP
22.0,4.9,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,15,VAD
26.0,4.2,1900-01-01 13:35:00,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,13,VAD
37.0,4.1,1900-01-01 21:05:00,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,SUR
21.0,4.7,1900-01-01 11:30:00,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,11,INDO
25.0,4.5,1900-01-01 10:10:00,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Urban,9,KOL
21.0,4.7,1900-01-01 23:45:00,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,INDO
26.0,4.3,,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,11,MUM
23.0,4.9,1900-01-01 21:10:00,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,,ALH
35.0,4.7,1900-01-01 22:55:00,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,MUM
32.0,4.8,1900-01-01 08:25:00,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,8,SUR
33.0,4.7,,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,RANCHI
35.0,4.6,,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,PUNE
38.0,4.2,1900-01-01 17:35:00,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,PUNE
39.0,4.8,,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,22,GOA
31.0,4.9,1900-01-01 11:40:00,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,11,BANG
28.0,4.9,1900-01-01 22:40:00,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,22,PUNE
38.0,4.0,1900-01-01 08:40:00,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,8,AGR
26.0,4.8,,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,12,PUNE
34.0,4.3,1900-01-01 13:45:00,Windy,High,0,Buffet,motorcycle,1.0,No,Urban,13,BHP
35.0,5.0,1900-01-01 21:15:00,Windy,Jam,2,Drinks,scooter,1.0,No,,,PUNE
28.0,4.6,1900-01-01 11:35:00,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,11,HYD
26.0,4.3,1900-01-01 21:45:00,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,AGR
26.0,4.7,1900-01-01 18:45:00,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,ALH
22.0,4.6,1900-01-01 20:20:00,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,20,SUR
24.0,4.7,1900-01-01 22:55:00,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,22,MUM
36.0,4.9,1900-01-01 12:25:00,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,12,BANG
28.0,4.6,,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,PUNE
23.0,4.9,1900-01-01 21:30:00,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,21,MYS
21.0,4.8,1900-01-01 18:05:00,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,DEH
37.0,4.1,1900-01-01 19:05:00,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,18,HYD
28.0,4.8,1900-01-01 18:10:00,Windy,Medium,2,Buffet,scooter,0.0,No,Urban,,RANCHI
31.0,4.6,,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,COIMB
23.0,4.6,,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,8,BANG
24.0,2.6,1900-01-01 22:50:00,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,22,VAD
20.0,4.7,1900-01-01 08:20:00,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,8,COIMB
23.0,5.0,1900-01-01 22:35:00,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,RANCHI
33.0,5.0,1900-01-01 18:50:00,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,LUDH
23.0,4.8,1900-01-01 11:45:00,Fog,High,2,Snack,scooter,0.0,No,Metropolitian,11,JAP
23.0,4.7,1900-01-01 18:45:00,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,18,BANG
27.0,4.7,1900-01-01 22:15:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,CHEN
31.0,4.8,1900-01-01 22:35:00,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,22,PUNE
36.0,4.9,1900-01-01 18:30:00,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,18,CHEN
20.0,4.6,,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,COIMB
26.0,4.8,1900-01-01 18:50:00,Cloudy,Medium,0,Snack,motorcycle,0.0,Yes,Metropolitian,18,JAP
22.0,4.9,1900-01-01 22:25:00,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,DEH
36.0,4.6,1900-01-01 19:05:00,Fog,Medium,1,Buffet,motorcycle,,No,Urban,,RANCHI
30.0,4.7,1900-01-01 15:25:00,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,COIMB
24.0,5.0,1900-01-01 21:35:00,Windy,Jam,2,Drinks,electric_scooter,0.0,No,Urban,21,PUNE
25.0,4.6,1900-01-01 22:50:00,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,22,INDO
39.0,4.9,1900-01-01 15:40:00,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,INDO
30.0,4.1,1900-01-01 17:50:00,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,VAD
37.0,5.0,1900-01-01 11:35:00,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,11,HYD
34.0,5.0,1900-01-01 09:20:00,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,9,SUR
30.0,4.9,1900-01-01 19:05:00,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,ALH
22.0,4.7,,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,8,CHEN
21.0,4.5,1900-01-01 23:30:00,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,PUNE
38.0,4.1,1900-01-01 21:30:00,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,INDO
30.0,4.4,,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,,SUR
37.0,4.9,1900-01-01 21:25:00,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,LUDH
23.0,4.9,1900-01-01 17:45:00,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,17,MUM
39.0,4.9,1900-01-01 23:50:00,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,VAD
39.0,4.5,1900-01-01 09:20:00,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,9,INDO
31.0,4.7,1900-01-01 23:10:00,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,,INDO
33.0,4.8,1900-01-01 17:40:00,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,VAD
22.0,4.7,1900-01-01 17:55:00,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,17,BANG
37.0,4.3,1900-01-01 18:40:00,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,GOA
30.0,4.5,1900-01-01 16:30:00,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,16,PUNE
23.0,4.6,1900-01-01 20:55:00,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,BHP
24.0,4.9,1900-01-01 17:30:00,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,LUDH
27.0,4.7,1900-01-01 20:30:00,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,20,VAD
20.0,4.6,1900-01-01 10:45:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,10,MUM
36.0,5.0,1900-01-01 13:35:00,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,13,RANCHI
26.0,4.5,1900-01-01 12:40:00,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,12,HYD
38.0,4.0,1900-01-01 13:30:00,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,13,LUDH
21.0,5.0,1900-01-01 20:55:00,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,INDO
33.0,4.6,1900-01-01 21:10:00,Fog,Jam,1,Snack,scooter,1.0,No,Urban,20,PUNE
36.0,4.7,1900-01-01 17:45:00,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,SUR
31.0,4.7,1900-01-01 11:50:00,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,11,VAD
30.0,4.8,1900-01-01 11:25:00,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,11,PUNE
34.0,4.8,1900-01-01 17:45:00,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,CHEN
24.0,4.8,1900-01-01 18:25:00,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,MUM
30.0,4.6,1900-01-01 22:25:00,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,22,MYS
32.0,4.9,1900-01-01 09:45:00,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,9,RANCHI
31.0,4.9,1900-01-01 08:40:00,Windy,Low,1,Snack,scooter,0.0,No,Urban,8,MYS
27.0,4.7,1900-01-01 22:15:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,MUM
38.0,4.8,1900-01-01 18:15:00,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,KOC
21.0,4.9,1900-01-01 23:30:00,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,23,LUDH
22.0,4.6,1900-01-01 09:55:00,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,9,BANG
31.0,4.2,1900-01-01 17:45:00,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,17,BANG
37.0,4.9,1900-01-01 22:50:00,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,PUNE
36.0,4.7,1900-01-01 13:30:00,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,13,HYD
23.0,4.9,1900-01-01 22:15:00,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,SUR
28.0,4.9,1900-01-01 18:40:00,Fog,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,18,SUR
32.0,4.6,1900-01-01 17:55:00,Windy,Medium,2,Snack,scooter,1.0,No,Urban,17,SUR
32.0,5.0,1900-01-01 22:40:00,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,22,BANG
39.0,4.7,1900-01-01 12:05:00,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,11,COIMB
23.0,4.9,1900-01-01 22:10:00,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,21,MUM
29.0,4.8,1900-01-01 08:35:00,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,8,LUDH
32.0,4.6,,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,23,BANG
32.0,4.7,1900-01-01 13:05:00,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,,MUM
31.0,4.7,,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,18,VAD
20.0,4.9,1900-01-01 17:40:00,Fog,Medium,0,Buffet,motorcycle,1.0,No,,17,RANCHI
31.0,4.1,1900-01-01 11:40:00,Cloudy,High,1,Snack,scooter,2.0,No,Metropolitian,11,SUR
30.0,4.7,1900-01-01 23:50:00,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,PUNE
37.0,4.2,,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,14,INDO
38.0,4.8,1900-01-01 18:45:00,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,18,PUNE
30.0,4.2,,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,CHEN
23.0,4.2,1900-01-01 21:55:00,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,21,HYD
30.0,4.2,,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,14,DEH
20.0,3.2,1900-01-01 22:25:00,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,22,COIMB
21.0,4.5,1900-01-01 22:15:00,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,22,RANCHI
38.0,4.9,1900-01-01 22:35:00,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,RANCHI
35.0,4.0,,Windy,Jam,0,Drinks,motorcycle,,No,Metropolitian,21,HYD
31.0,4.6,1900-01-01 23:10:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,PUNE
35.0,4.1,1900-01-01 20:15:00,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,CHEN
32.0,4.0,1900-01-01 21:55:00,Cloudy,Jam,1,Buffet,motorcycle,,No,Metropolitian,21,SUR
31.0,4.6,1900-01-01 17:30:00,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,17,DEH
23.0,5.0,,Fog,Low,0,Meal,motorcycle,0.0,No,,,MUM
25.0,4.6,1900-01-01 18:50:00,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18,RANCHI
21.0,4.9,1900-01-01 19:15:00,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,19,CHEN
21.0,4.9,1900-01-01 08:45:00,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,8,PUNE
30.0,4.8,1900-01-01 17:30:00,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,17,BANG
37.0,4.6,1900-01-01 10:55:00,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,10,RANCHI
23.0,5.0,1900-01-01 20:10:00,Sunny,Jam,2,Drinks,scooter,,No,Metropolitian,,COIMB
25.0,4.7,,Fog,Medium,0,Meal,motorcycle,1.0,No,Semi-Urban,18,SUR
21.0,4.5,1900-01-01 19:05:00,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,,SUR
33.0,3.6,1900-01-01 19:05:00,Windy,Medium,2,Buffet,motorcycle,2.0,No,Urban,18,VAD
38.0,4.9,1900-01-01 20:30:00,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,20,KNP
37.0,4.8,1900-01-01 16:05:00,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,ALH
31.0,4.9,1900-01-01 21:55:00,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,21,VAD
26.0,4.8,1900-01-01 22:45:00,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Urban,22,PUNE
22.0,4.8,1900-01-01 09:05:00,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,8,COIMB
21.0,4.3,1900-01-01 23:10:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,22,MUM
34.0,4.8,,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,21,SUR
20.0,4.2,,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,BANG
31.0,4.8,,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,19,KNP
24.0,4.8,1900-01-01 23:45:00,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,RANCHI
37.0,4.7,1900-01-01 23:25:00,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,INDO
31.0,4.5,1900-01-01 23:25:00,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,PUNE
39.0,4.8,1900-01-01 21:45:00,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,HYD
26.0,4.9,1900-01-01 12:35:00,Windy,High,1,Drinks,scooter,0.0,No,Urban,12,JAP
38.0,4.9,1900-01-01 14:10:00,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,13,JAP
25.0,4.6,1900-01-01 21:45:00,Fog,Jam,2,Drinks,scooter,1.0,No,,21,BANG
31.0,4.9,1900-01-01 18:05:00,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,MUM
23.0,4.5,1900-01-01 20:25:00,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,KNP
34.0,4.5,,Sandstorms,Jam,2,Drinks,scooter,2.0,No,Metropolitian,21,VAD
27.0,4.7,1900-01-01 22:50:00,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,22,HYD
34.0,4.7,1900-01-01 22:45:00,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,INDO
33.0,4.2,1900-01-01 18:40:00,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Urban,18,INDO
31.0,4.6,1900-01-01 19:40:00,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,COIMB
36.0,4.9,1900-01-01 20:25:00,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,COIMB
28.0,4.3,1900-01-01 20:15:00,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,,CHEN
32.0,4.7,1900-01-01 19:55:00,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,19,CHEN
35.0,4.1,1900-01-01 11:50:00,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,11,BHP
37.0,4.8,1900-01-01 20:40:00,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,20,CHEN
23.0,4.1,1900-01-01 21:05:00,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,RANCHI
38.0,4.8,1900-01-01 09:25:00,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,9,SUR
36.0,4.9,1900-01-01 20:55:00,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,MYS
26.0,4.4,1900-01-01 17:40:00,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,BANG
26.0,5.0,1900-01-01 17:45:00,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,17,HYD
25.0,4.6,,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,19,SUR
39.0,3.9,1900-01-01 21:35:00,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,21,HYD
21.0,4.5,1900-01-01 11:55:00,Sunny,High,2,Meal,scooter,0.0,No,Urban,11,KNP
35.0,4.5,1900-01-01 19:55:00,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Urban,19,RANCHI
21.0,4.8,1900-01-01 17:55:00,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,KOC
35.0,4.8,1900-01-01 21:55:00,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,21,MUM
27.0,4.0,1900-01-01 22:45:00,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,MUM
22.0,4.9,1900-01-01 10:35:00,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,10,VAD
20.0,4.9,,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,11,AURG
34.0,4.6,1900-01-01 18:05:00,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,17,RANCHI
23.0,4.9,1900-01-01 21:40:00,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,AGR
31.0,4.6,1900-01-01 17:50:00,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,HYD
33.0,4.8,1900-01-01 23:15:00,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,,RANCHI
22.0,4.4,1900-01-01 20:30:00,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,20,BANG
28.0,4.9,1900-01-01 22:45:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,VAD
25.0,4.6,1900-01-01 23:55:00,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,23,RANCHI
33.0,4.9,1900-01-01 22:35:00,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,GOA
35.0,,1900-01-01 08:50:00,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,8,BHP
20.0,4.8,1900-01-01 22:50:00,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,AGR
