Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Time_Orderd_hour,Delivery_city
27.0,5.0,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,39,20002.5055668242,17,MUM
22.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.513620181333,20,CHEN
30.0,4.4,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.517639076646,12,JAP
31.0,4.7,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,27,20002.520236322427,11,BANG
27.0,4.9,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,20002.511543588123,18,SUR
37.0,4.8,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,22,20002.518858732168,23,JAP
30.0,4.9,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,29,20002.488496066107,20,CHEN
35.0,4.2,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,20002.498656415075,17,VAD
20.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.513899245987,23,SUR
28.0,5.0,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.499370831236,17,JAP
36.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,34,20002.51881740437,17,RANCHI
27.0,4.5,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.520235879336,9,MYS
23.0,4.7,Fog,Jam,2,Drinks,motorcycle,0.0,No,,22,20002.51384792166,21,AURG
24.0,4.6,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28,20002.508990823768,23,RANCHI
31.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,23,20002.517461740994,,HYD
27.0,4.5,Windy,Low,2,Snack,scooter,1.0,No,Urban,11,20002.520241319722,8,PUNE
22.0,4.7,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,22,20002.50868161537,18,MUM
28.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.497550287495,19,BANG
39.0,4.7,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.498149888725,18,PUNE
25.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.515795509775,18,HYD
23.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,19,20002.519688862303,10,PUNE
32.0,4.8,Stormy,Low,2,Drinks,electric_scooter,1.0,No,,21,20002.515665350526,23,COIMB
33.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.51579461594,19,HYD
24.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,33,20002.508327917065,17,CHEN
21.0,4.8,Stormy,Low,1,Buffet,scooter,0.0,,Urban,10,20002.519663796043,8,COIMB
24.0,4.5,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,20002.508571989227,21,HYD
30.0,4.6,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,27,20002.519721291257,,ALH
33.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,20002.508331378383,21,CHEN
32.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,28,20002.498784416908,19,BHP
22.0,4.9,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.517546219286,15,VAD
26.0,4.2,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,38,20002.517546241885,13,VAD
37.0,4.1,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,20002.48980106652,,SUR
21.0,4.7,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,22,20002.52024593814,11,INDO
25.0,4.5,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Urban,13,20002.520245681528,9,KOL
21.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51163318027,23,INDO
26.0,4.3,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,34,20002.519691831127,11,MUM
35.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.518774167944,22,MUM
32.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,25,20002.52024410954,8,SUR
33.0,4.7,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,20002.517566431463,16,RANCHI
35.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.489332762238,20,PUNE
38.0,4.2,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.48931262718,17,PUNE
39.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,19,20002.518742408516,22,GOA
31.0,4.9,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.519669067533,11,BANG
28.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,20002.513796399122,22,PUNE
26.0,4.8,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.517479257993,12,PUNE
34.0,4.3,Windy,High,0,Buffet,motorcycle,1.0,No,Urban,31,20002.517564073325,13,BHP
35.0,5.0,Windy,Jam,2,Drinks,scooter,1.0,No,,29,20002.5187684413,,PUNE
28.0,4.6,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,11,20002.520240170164,11,HYD
26.0,4.3,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.499412511643,21,AGR
26.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.518841207315,18,ALH
22.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,36,20002.489798062667,20,SUR
24.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,28,20002.50554574344,22,MUM
36.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.517400180426,12,BANG
28.0,4.6,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.505513069522,21,PUNE
23.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,19,20002.511138701662,21,MYS
37.0,4.1,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,32,20002.518758282113,18,HYD
28.0,4.8,Windy,Medium,2,Buffet,scooter,0.0,No,Urban,21,20002.511673415465,,RANCHI
31.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,45,20002.505005053314,20,COIMB
23.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.519669070138,8,BANG
24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,20002.49865607797,22,VAD
20.0,4.7,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,20002.51966376399,8,COIMB
23.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.51595855965,22,RANCHI
33.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,20002.518910137747,18,LUDH
23.0,4.8,Fog,High,2,Snack,scooter,0.0,No,Metropolitian,34,20002.519728335137,11,JAP
23.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.513619879617,18,BANG
27.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51116440824,22,CHEN
31.0,4.8,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,15,20002.51140671429,22,PUNE
36.0,4.9,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,38,20002.49756450782,18,CHEN
20.0,4.6,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.513570953288,23,COIMB
26.0,4.8,Cloudy,Medium,0,Snack,motorcycle,0.0,Yes,Metropolitian,41,20002.511897078177,18,JAP
36.0,4.6,Fog,Medium,1,Buffet,motorcycle,,No,Urban,16,20002.51399383822,,RANCHI
30.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.517378842178,15,COIMB
24.0,5.0,Windy,Jam,2,Drinks,electric_scooter,0.0,No,Urban,17,20002.511405493675,21,PUNE
25.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,20002.51396675219,22,INDO
39.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.517553570793,15,INDO
37.0,5.0,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.51968456174,11,HYD
34.0,5.0,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,15,20002.519700257133,9,SUR
22.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,14,20002.519669331727,8,CHEN
21.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.498154233148,23,PUNE
38.0,4.1,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.513966508606,21,INDO
30.0,4.4,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,39,20002.508825049837,,SUR
37.0,4.9,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,25,20002.506791953874,21,LUDH
23.0,4.9,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,15,20002.508680451498,17,MUM
39.0,4.5,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520245959106,9,INDO
31.0,4.7,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.51163310494,,INDO
22.0,4.7,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.488474628273,17,BANG
37.0,4.3,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,35,20002.50526582237,18,GOA
30.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.517479017166,16,PUNE
23.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,20002.49020164582,20,BHP
24.0,4.9,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,38,20002.491984716464,17,LUDH
27.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,20002.51880579843,20,VAD
20.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,20,20002.519691038517,10,MUM
36.0,5.0,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.517566525592,13,RANCHI
26.0,4.5,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.517462183678,12,HYD
38.0,4.0,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.517731541626,13,LUDH
21.0,5.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.490106452507,20,INDO
33.0,4.6,Fog,Jam,1,Snack,scooter,1.0,No,Urban,44,20002.505517726222,20,PUNE
36.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.51154448817,17,SUR
30.0,4.8,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.520241225666,11,PUNE
34.0,4.8,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,20002.511162600742,17,CHEN
24.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.50867274656,18,MUM
30.0,4.6,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,26,20002.511138647318,22,MYS
31.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,21,20002.51966731284,8,MYS
27.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.489418095185,22,MUM
38.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.515650517642,,KOC
21.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,21,20002.487442329395,23,LUDH
22.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.52023630289,9,BANG
31.0,4.2,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,43,20002.511162694747,17,BANG
37.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.50864312521,22,PUNE
36.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,20002.51746205729,13,HYD
23.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.515893065924,22,SUR
28.0,4.9,Fog,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,37,20002.498493722116,18,SUR
32.0,4.6,Windy,Medium,2,Snack,scooter,1.0,No,Urban,29,20002.489796027745,17,SUR
32.0,5.0,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,20002.513621455517,22,BANG
39.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.520234991258,11,COIMB
23.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,20,20002.50869023507,21,MUM
29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,20002.519751962507,8,LUDH
32.0,4.6,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.518723550955,23,BANG
32.0,4.7,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.517487061417,,MUM
20.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,,27,20002.513994066187,17,RANCHI
31.0,4.1,Cloudy,High,1,Snack,scooter,2.0,No,Metropolitian,38,20002.51970031767,11,SUR
30.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51582225711,23,PUNE
37.0,4.2,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,38,20002.517554237875,14,INDO
38.0,4.8,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.505515214772,18,PUNE
30.0,4.2,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,47,20002.488486126716,18,CHEN
23.0,4.2,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,32,20002.50542443354,21,HYD
30.0,4.2,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.517718746243,14,DEH
20.0,3.2,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.49738944111,22,COIMB
21.0,4.5,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,14,20002.51881721489,22,RANCHI
38.0,4.9,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.513993027555,22,RANCHI
35.0,4.0,Windy,Jam,0,Drinks,motorcycle,,No,Metropolitian,44,20002.50542348825,21,HYD
31.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.489317165036,22,PUNE
35.0,4.1,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51872451498,,CHEN
32.0,4.0,Cloudy,Jam,1,Buffet,motorcycle,,No,Metropolitian,37,20002.50574247712,21,SUR
31.0,4.6,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.491844013533,17,DEH
23.0,5.0,Fog,Low,0,Meal,motorcycle,0.0,No,,20,20002.50869023507,,MUM
25.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.49023628643,18,RANCHI
21.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,48,20002.505119543577,19,CHEN
21.0,4.9,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.520241295624,8,PUNE
30.0,4.8,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.515699287076,17,BANG
37.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,17,20002.520246707667,10,RANCHI
23.0,5.0,Sunny,Jam,2,Drinks,scooter,,No,Metropolitian,16,20002.505004612194,,COIMB
25.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Semi-Urban,44,20002.498492607876,18,SUR
21.0,4.5,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,30,20002.511542406748,,SUR
33.0,3.6,Windy,Medium,2,Buffet,motorcycle,2.0,No,Urban,38,20002.49865645673,18,VAD
38.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,39,20002.50925104245,20,KNP
37.0,4.8,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.517609355524,15,ALH
31.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,33,20002.51880581254,21,VAD
26.0,4.8,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,20002.498151070373,22,PUNE
22.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.519663818384,8,COIMB
21.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,18,20002.51583971064,22,MUM
34.0,4.8,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,43,20002.498494095453,21,SUR
20.0,4.2,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,31,20002.511162591247,17,BANG
31.0,4.8,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,53,20002.506280979625,19,KNP
24.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.51399220783,23,RANCHI
37.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.505889188404,23,INDO
31.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.518768726994,23,PUNE
39.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.51875823442,21,HYD
26.0,4.9,Windy,High,1,Drinks,scooter,0.0,No,Urban,18,20002.517639999933,12,JAP
38.0,4.9,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,20,20002.517640562342,13,JAP
25.0,4.6,Fog,Jam,2,Drinks,scooter,1.0,No,,30,20002.508327555886,21,BANG
31.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.508688160433,,MUM
27.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,20002.51579549251,22,HYD
34.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.511634247447,22,INDO
33.0,4.2,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Urban,38,20002.51881048135,18,INDO
31.0,4.6,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,20,20002.497388473686,19,COIMB
36.0,4.9,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,21,20002.518711862274,20,COIMB
28.0,4.3,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,44,20002.497554949074,,CHEN
32.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,44,20002.513622871233,19,CHEN
35.0,4.1,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,33,20002.519709910437,11,BHP
37.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,18,20002.51362224544,20,CHEN
23.0,4.1,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.511670992695,,RANCHI
38.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.51970030318,9,SUR
36.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,20002.513602621795,20,MYS
26.0,4.4,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.508324510833,17,BANG
26.0,5.0,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,28,20002.51375822107,17,HYD
25.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.511543008695,19,SUR
39.0,3.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,20002.489133899824,21,HYD
21.0,4.5,Sunny,High,2,Meal,scooter,0.0,No,Urban,12,20002.520250731694,11,KNP
21.0,4.8,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.511066161525,17,KOC
35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,36,20002.511433570166,21,MUM
27.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.518774187352,22,MUM
34.0,4.6,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,27,20002.515958554683,17,RANCHI
23.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,12,20002.51886190125,21,AGR
31.0,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.505423900464,17,HYD
33.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.498818972188,,RANCHI
22.0,4.4,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.497554329657,20,BANG
28.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.505851816117,22,VAD
20.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.499411816276,22,AGR
27.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,15,20002.5114338083,17,MUM
36.0,4.5,Cloudy,High,2,Drinks,scooter,0.0,No,Metropolitian,30,20002.519663811756,11,COIMB
24.0,4.9,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,20002.515839028758,19,MUM
20.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,14,20002.505514545934,22,PUNE
37.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.486284991304,17,JAP
29.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.49103071144,17,JAP
27.0,5.0,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.488402292845,17,MYS
35.0,4.7,Sunny,Medium,2,Buffet,electric_scooter,,No,Metropolitian,27,20002.498495899927,17,SUR
39.0,4.9,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,20002.517487935555,16,MUM
20.0,4.8,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,47,20002.50882607218,,SUR
,,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,48,20002.499370805574,20,JAP
21.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,23,20002.50511455738,17,CHEN
29.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.509285533783,23,JAP
33.0,4.1,Fog,High,2,Meal,scooter,1.0,No,Urban,38,20002.51755466476,14,INDO
25.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.513571479747,,COIMB
27.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519691691003,9,MUM
25.0,4.5,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.520245725147,9,KOL
24.0,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,20002.511608710065,23,VAD
28.0,5.0,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.51109673787,22,COIMB
31.0,4.5,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.513993379078,18,RANCHI
26.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.50868130427,23,MUM
21.0,4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.50891082552,17,VAD
37.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.51871181199,23,COIMB
20.0,4.8,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.515926818352,22,VAD
32.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,20,20002.517550722434,15,KOL
35.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.520251297814,8,JAP
31.0,5.0,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.490110951214,,INDO
24.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,18,20002.51583889651,22,MUM
20.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520235003656,8,COIMB
33.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.516025182747,23,ALH
21.0,4.7,Stormy,High,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.51746205729,13,HYD
25.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,20002.514158734797,22,JAP
34.0,4.5,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.51116455008,23,CHEN
34.0,4.7,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,28,20002.518719722284,17,MYS
23.0,4.6,Windy,Jam,2,Meal,scooter,,No,Metropolitian,17,20002.513619057074,21,BANG
21.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,28,20002.4884771235,23,BANG
36.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.52024412475,9,SUR
26.0,4.7,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.50511894816,18,CHEN
28.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,23,20002.491986419496,23,LUDH
22.0,4.9,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,28,20002.49936015417,17,JAP
27.0,4.9,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,22,20002.488474628273,20,BANG
30.0,4.8,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,28,20002.513571018244,20,COIMB
38.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.48943621965,22,MUM
37.0,4.6,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.508330949528,17,CHEN
22.0,4.7,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,20002.5187236775,19,BANG
31.0,4.2,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.50511418186,22,BANG
24.0,4.6,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,19,20002.515893287233,18,SUR
38.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.513966646686,18,INDO
20.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,18,20002.488399174257,20,MYS
23.0,4.8,Windy,Jam,1,Meal,scooter,0.0,No,Urban,19,20002.51375724301,20,HYD
30.0,3.6,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,38,20002.497558643507,19,CHEN
36.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,20002.488402290925,21,MYS
32.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51967760549,8,GOA
39.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,21,20002.517718746243,,DEH
26.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,,Metropolitian,11,20002.520244110634,9,SUR
